goes_start_time,goes_end_time,stix_start_time,stix_end_time
2024-12-08 16:00:00.000,2024-12-08 16:18:00.000,2024-12-08T15:59:03.933,2024-12-08T16:05:47.934
2024-12-10 10:55:00.000,2024-12-10 11:09:00.000,2024-12-10T10:55:37.916,2024-12-10T11:15:57.919
2024-12-10 17:54:00.000,2024-12-10 18:03:00.000,2024-12-10T17:36:33.960,2024-12-10T18:11:33.964
2024-12-11 05:54:00.000,2024-12-11 06:09:00.000,2024-12-11T05:46:05.941,2024-12-11T06:31:01.946
2024-12-11 10:03:00.000,2024-12-11 10:10:00.000,2024-12-11T10:03:25.969,2024-12-11T10:18:01.970
2024-12-11 15:32:00.000,2024-12-11 15:56:00.000,2024-12-11T15:42:01.906,2024-12-11T15:51:57.907
2024-12-12 17:31:00.000,2024-12-12 17:50:00.000,2024-12-12T17:32:09.877,2024-12-12T18:00:13.880
2024-12-12 20:58:00.000,2024-12-12 21:12:00.000,2024-12-12T20:47:49.898,2024-12-12T21:26:09.902
2024-12-13 11:13:00.000,2024-12-13 11:30:00.000,2024-12-13T11:13:57.993,2024-12-13T11:16:53.994
2024-12-19 10:21:00.000,2024-12-19 10:57:00.000,2024-12-19T10:31:10.639,2024-12-19T10:34:26.639
2024-12-19 15:27:00.000,2024-12-19 15:39:00.000,2024-12-19T15:32:58.672,2024-12-19T15:36:34.672
2024-12-19 18:56:00.000,2024-12-19 19:04:00.000,2024-12-19T18:57:38.694,2024-12-19T19:06:14.695
2024-12-20 07:20:00.000,2024-12-20 07:35:00.000,2024-12-20T07:20:10.676,2024-12-20T07:58:58.680
2024-12-20 11:15:00.000,2024-12-20 11:22:00.000,2024-12-20T11:16:18.705,2024-12-20T11:31:30.706
2024-12-21 00:33:00.000,2024-12-21 00:42:00.000,2024-12-21T00:36:38.590,2024-12-21T00:44:14.591
2024-12-22 20:39:00.000,2024-12-22 20:54:00.000,2024-12-22T20:39:02.574,2024-12-22T20:57:10.576
2024-12-23 11:06:00.000,2024-12-23 11:16:00.000,2024-12-23T11:06:54.369,2024-12-23T11:18:46.370
2024-12-24 08:28:00.000,2024-12-24 08:45:00.000,2024-12-24T08:28:50.309,2024-12-24T08:55:14.312
2024-12-24 14:02:00.000,2024-12-24 14:14:00.000,2024-12-24T13:44:42.244,2024-12-24T14:19:06.249
2024-12-24 16:25:00.000,2024-12-24 16:41:00.000,2024-12-24T16:26:10.262,2024-12-24T16:27:50.262
2024-12-24 22:24:00.000,2024-12-24 22:42:00.000,2024-12-24T22:30:34.302,2024-12-24T22:34:10.302
2024-12-25 04:14:00.000,2024-12-25 04:39:00.000,2024-12-25T04:15:38.339,2024-12-25T05:45:18.349
2024-12-25 23:59:00.000,2024-12-26 00:53:00.000,2024-12-26T00:02:42.270,2024-12-26T00:07:14.270
2024-12-26 02:52:00.000,2024-12-26 03:25:00.000,2024-12-26T02:24:06.285,2024-12-26T03:45:50.294
2024-12-27 15:27:00.000,2024-12-27 15:45:00.000,2024-12-27T15:24:50.528,2024-12-27T16:22:18.535
2024-12-27 20:29:00.000,2024-12-27 20:41:00.000,2024-12-27T20:22:02.561,2024-12-27T21:05:22.566
2024-12-28 11:12:00.000,2024-12-28 11:31:00.000,2024-12-28T11:14:10.559,2024-12-28T11:32:58.561
2024-12-28 15:14:00.000,2024-12-28 15:23:00.000,2024-12-28T15:14:58.585,2024-12-28T16:00:02.590
2024-12-28 22:04:00.000,2024-12-28 22:23:00.000,2024-12-28T22:08:54.531,2024-12-28T22:27:26.533
2024-12-29 02:38:00.000,2024-12-29 02:53:00.000,2024-12-29T02:24:30.459,2024-12-29T03:14:26.464
2024-12-29 03:25:00.000,2024-12-29 03:40:00.000,2024-12-29T03:17:26.464,2024-12-29T03:45:10.467
2024-12-29 03:56:00.000,2024-12-29 04:14:00.000,2024-12-29T03:58:38.469,2024-12-29T04:13:50.471
2024-12-29 04:18:00.000,2024-12-29 04:45:00.000,2024-12-29T04:18:34.471,2024-12-29T04:51:26.475
2024-12-29 05:12:00.000,2024-12-29 05:32:00.000,2024-12-29T05:15:42.478,2024-12-29T05:36:42.480
2024-12-29 05:41:00.000,2024-12-29 05:58:00.000,2024-12-29T05:41:34.480,2024-12-29T06:32:02.486
2024-12-29 06:48:00.000,2024-12-29 07:08:00.000,2024-12-29T06:51:42.488,2024-12-29T07:51:34.494
2024-12-29 07:54:00.000,2024-12-29 09:00:00.000,2024-12-29T07:55:06.495,2024-12-29T08:42:14.500
2024-12-29 09:41:00.000,2024-12-29 09:55:00.000,2024-12-29T09:40:42.511,2024-12-29T09:59:58.513
2024-12-29 10:26:00.000,2024-12-29 10:54:00.000,2024-12-29T10:09:06.514,2024-12-29T11:14:22.517
2024-12-29 12:15:00.000,2024-12-29 12:29:00.000,2024-12-29T12:18:14.524,2024-12-29T12:34:18.525
2024-12-29 12:50:00.000,2024-12-29 13:00:00.000,2024-12-29T12:36:54.526,2024-12-29T13:10:02.529
2024-12-29 15:02:00.000,2024-12-29 15:22:00.000,2024-12-29T14:47:46.540,2024-12-29T15:43:02.547
2024-12-29 16:56:00.000,2024-12-29 17:20:00.000,2024-12-29T17:00:30.555,2024-12-29T17:26:22.558
2024-12-29 17:46:00.000,2024-12-29 17:58:00.000,2024-12-29T17:46:54.560,2024-12-29T17:53:38.561
2024-12-29 17:58:00.000,2024-12-29 18:08:00.000,2024-12-29T18:01:22.562,2024-12-29T18:06:30.563
2024-12-29 18:27:00.000,2024-12-29 18:58:00.000,2024-12-29T18:27:38.565,2024-12-29T18:29:06.565
2024-12-29 20:31:00.000,2024-12-29 20:46:00.000,2024-12-29T20:36:06.578,2024-12-29T20:42:02.579
2024-12-29 21:42:00.000,2024-12-29 21:57:00.000,2024-12-29T21:40:58.585,2024-12-29T21:42:50.586
2024-12-29 21:57:00.000,2024-12-29 22:13:00.000,2024-12-29T21:57:10.587,2024-12-29T22:13:46.589
2024-12-29 23:20:00.000,2024-12-29 23:36:00.000,2024-12-29T23:24:14.597,2024-12-29T23:38:10.598
2024-12-30 00:33:00.000,2024-12-30 00:58:00.000,2024-12-30T00:39:30.605,2024-12-30T00:55:26.607
2024-12-30 02:50:00.000,2024-12-30 03:08:00.000,2024-12-30T02:50:40.119,2024-12-30T03:17:24.122
2024-12-30 04:01:00.000,2024-12-30 04:28:00.000,2024-12-30T04:02:36.127,2024-12-30T05:26:40.138
2024-12-30 06:13:00.000,2024-12-30 06:40:00.000,2024-12-30T06:14:04.142,2024-12-30T07:10:28.150
2024-12-30 08:34:00.000,2024-12-30 08:44:00.000,2024-12-30T08:34:20.157,2024-12-30T09:29:00.163
2024-12-30 10:00:00.000,2024-12-30 10:18:00.000,2024-12-30T09:38:56.164,2024-12-30T10:47:40.172
2024-12-30 14:34:00.000,2024-12-30 14:53:00.000,2024-12-30T14:19:40.195,2024-12-30T15:26:16.202
2024-12-30 16:45:00.000,2024-12-30 17:01:00.000,2024-12-30T16:48:56.212,2024-12-30T17:04:40.213
2024-12-30 17:14:00.000,2024-12-30 17:36:00.000,2024-12-30T17:18:16.215,2024-12-30T17:22:44.215
2024-12-30 17:36:00.000,2024-12-30 17:48:00.000,2024-12-30T17:38:04.217,2024-12-30T17:45:24.217
2024-12-30 18:14:00.000,2024-12-30 18:27:00.000,2024-12-30T18:15:24.221,2024-12-30T18:17:28.221
2024-12-30 18:27:00.000,2024-12-30 18:43:00.000,2024-12-30T18:29:32.222,2024-12-30T18:33:32.223
2024-12-31 21:09:00.000,2024-12-31 22:02:00.000,2024-12-31T21:14:00.398,2024-12-31T21:24:56.399
2024-12-31 22:02:00.000,2024-12-31 22:38:00.000,2024-12-31T22:00:52.404,2024-12-31T22:37:48.408
2025-01-01 04:35:00.000,2025-01-01 05:02:00.000,2025-01-01T04:32:00.346,2025-01-01T05:17:48.351
2025-01-01 18:05:00.000,2025-01-01 18:28:00.000,2025-01-01T17:52:04.334,2025-01-01T18:50:12.340
2025-01-01 21:32:00.000,2025-01-01 21:46:00.000,2025-01-01T21:13:08.356,2025-01-01T21:51:00.360
2025-01-02 17:18:00.000,2025-01-02 17:59:00.000,2025-01-02T17:23:28.489,2025-01-02T17:28:48.489
2025-01-03 11:29:00.000,2025-01-03 11:49:00.000,2025-01-03T11:31:52.608,2025-01-03T12:28:08.614
2025-01-03 21:54:00.000,2025-01-03 22:27:00.000,2025-01-03T22:04:00.677,2025-01-03T22:16:32.679
2025-01-03 22:32:00.000,2025-01-03 22:51:00.000,2025-01-03T22:33:36.681,2025-01-03T22:34:52.681
2025-01-03 23:14:00.000,2025-01-03 23:33:00.000,2025-01-03T23:15:36.686,2025-01-03T23:31:48.688
2025-01-03 23:50:00.000,2025-01-04 00:05:00.000,2025-01-03T23:51:04.690,2025-01-04T00:10:28.692
2025-01-04 00:34:00.000,2025-01-04 00:41:00.000,2025-01-04T00:34:08.694,2025-01-04T00:47:16.696
2025-01-04 04:58:00.000,2025-01-04 05:27:00.000,2025-01-04T05:02:12.723,2025-01-04T06:20:24.732
2025-01-04 12:34:00.000,2025-01-04 12:56:00.000,2025-01-04T12:42:04.774,2025-01-04T13:00:20.776
2025-01-04 23:08:00.000,2025-01-04 23:36:00.000,2025-01-04T23:08:20.842,2025-01-05T00:42:56.853
2025-01-05 02:14:00.000,2025-01-05 02:56:00.000,2025-01-05T02:12:04.862,2025-01-05T03:37:00.872
2025-01-05 07:04:00.000,2025-01-05 07:41:00.000,2025-01-05T06:50:48.893,2025-01-05T08:11:28.902
2025-01-05 09:09:00.000,2025-01-05 09:51:00.000,2025-01-05T09:25:08.910,2025-01-05T09:41:24.912
2025-01-05 15:20:00.000,2025-01-05 15:43:00.000,2025-01-05T15:33:00.950,2025-01-05T15:35:28.950
2025-01-06 01:29:00.000,2025-01-06 02:08:00.000,2025-01-06T01:32:01.017,2025-01-06T02:30:17.023
2025-01-06 03:36:00.000,2025-01-06 03:54:00.000,2025-01-06T03:36:21.031,2025-01-06T04:19:21.035
2025-01-06 16:12:00.000,2025-01-06 16:30:00.000,2025-01-06T16:16:41.113,2025-01-06T17:44:37.123
2025-01-09 00:18:00.000,2025-01-09 00:33:00.000,2025-01-09T00:22:53.183,2025-01-09T00:38:29.185
2025-01-17 02:01:00.000,2025-01-17 02:17:00.000,2025-01-17T01:41:33.456,2025-01-17T02:36:01.462
2025-01-17 03:08:00.000,2025-01-17 03:34:00.000,2025-01-17T02:44:09.463,2025-01-17T03:42:01.469
2025-01-17 09:10:00.000,2025-01-17 09:23:00.000,2025-01-17T09:12:17.505,2025-01-17T09:49:05.509
2025-01-17 11:19:00.000,2025-01-17 11:49:00.000,2025-01-17T11:18:21.519,2025-01-17T12:08:33.525
2025-01-17 13:24:00.000,2025-01-17 13:39:00.000,2025-01-17T13:22:41.533,2025-01-17T14:23:05.539
2025-01-17 18:42:00.000,2025-01-17 19:04:00.000,2025-01-17T18:46:53.568,2025-01-17T18:50:53.569
2025-01-17 19:44:00.000,2025-01-17 19:55:00.000,2025-01-17T19:44:53.575,2025-01-17T19:57:13.576
2025-01-17 19:59:00.000,2025-01-17 20:02:00.000,2025-01-17T19:59:21.576,2025-01-17T20:02:41.577
2025-01-18 00:44:00.000,2025-01-18 01:03:00.000,2025-01-18T00:43:33.508,2025-01-18T00:45:21.508
2025-01-19 03:28:00.000,2025-01-19 03:36:00.000,2025-01-19T03:29:41.584,2025-01-19T03:49:09.586
2025-01-21 10:08:00.000,2025-01-21 11:00:00.000,2025-01-21T10:08:41.844,2025-01-21T11:35:13.853
2025-01-22 10:44:00.000,2025-01-22 11:35:00.000,2025-01-22T10:46:45.906,2025-01-22T11:47:33.912
2025-01-24 20:48:00.000,2025-01-24 21:17:00.000,2025-01-24T20:54:10.188,2025-01-24T21:28:34.192
2025-01-27 07:52:00.000,2025-01-27 08:33:00.000,2025-01-27T07:50:14.376,2025-01-27T09:02:58.384
2025-01-28 19:41:00.000,2025-01-28 19:49:00.000,2025-01-28T19:22:22.420,2025-01-28T20:28:10.427
2025-01-31 13:40:00.000,2025-01-31 14:25:00.000,2025-01-31T13:42:22.359,2025-01-31T15:03:18.369
2025-01-31 20:14:00.000,2025-01-31 20:28:00.000,2025-01-31T20:11:10.402,2025-01-31T21:16:46.310
2025-02-01 13:14:00.000,2025-02-01 13:23:00.000,2025-02-01T13:13:30.315,2025-02-01T13:28:06.317
2025-02-02 10:01:00.000,2025-02-02 10:21:00.000,2025-02-02T10:07:14.354,2025-02-02T10:25:18.356
2025-02-02 12:41:00.000,2025-02-02 13:00:00.000,2025-02-02T12:43:06.372,2025-02-02T13:02:42.374
2025-02-02 13:58:00.000,2025-02-02 14:08:00.000,2025-02-02T13:57:38.380,2025-02-02T14:09:54.381
2025-02-02 15:08:00.000,2025-02-02 15:17:00.000,2025-02-02T15:11:02.387,2025-02-02T15:13:02.388
2025-02-02 15:21:00.000,2025-02-02 15:43:00.000,2025-02-02T15:21:34.389,2025-02-02T15:43:18.391
2025-02-02 23:09:00.000,2025-02-02 23:42:00.000,2025-02-02T23:19:26.441,2025-02-02T23:25:46.442
2025-02-03 03:52:00.000,2025-02-03 04:04:00.000,2025-02-03T03:33:08.170,2025-02-03T04:42:28.177
2025-02-03 05:37:00.000,2025-02-03 05:54:00.000,2025-02-03T05:36:40.183,2025-02-03T06:07:56.186
2025-02-03 07:32:00.000,2025-02-03 07:52:00.000,2025-02-03T07:31:48.196,2025-02-03T08:29:36.202
2025-02-03 09:09:00.000,2025-02-03 09:17:00.000,2025-02-03T09:01:28.206,2025-02-03T10:08:48.213
2025-02-03 13:07:00.000,2025-02-03 13:23:00.000,2025-02-03T13:07:08.233,2025-02-03T14:15:04.242
2025-02-03 18:25:00.000,2025-02-03 18:45:00.000,2025-02-03T18:28:24.268,2025-02-03T18:29:16.268
2025-02-03 21:04:00.000,2025-02-03 21:16:00.000,2025-02-03T21:07:56.286,2025-02-03T21:20:08.287
2025-02-03 23:14:00.000,2025-02-03 23:33:00.000,2025-02-03T23:13:20.300,2025-02-03T23:35:00.302
2025-02-04 00:43:00.000,2025-02-04 01:07:00.000,2025-02-04T00:42:40.310,2025-02-04T01:27:40.315
2025-02-04 01:35:00.000,2025-02-04 02:03:00.000,2025-02-04T01:35:56.315,2025-02-04T02:26:20.321
2025-02-04 05:07:00.000,2025-02-04 05:26:00.000,2025-02-04T05:12:28.339,2025-02-04T05:18:28.340
2025-02-04 11:09:00.000,2025-02-04 11:26:00.000,2025-02-04T11:08:12.379,2025-02-04T12:07:36.385
2025-02-04 12:54:00.000,2025-02-04 13:22:00.000,2025-02-04T12:45:56.389,2025-02-04T14:00:04.398
2025-02-05 07:44:00.000,2025-02-05 07:57:00.000,2025-02-05T07:44:36.415,2025-02-05T08:54:28.423
2025-02-06 10:47:00.000,2025-02-06 11:16:00.000,2025-02-06T10:56:44.197,2025-02-06T11:07:16.198
2025-02-06 23:12:00.000,2025-02-06 23:39:00.000,2025-02-06T23:16:04.279,2025-02-06T23:35:28.281
2025-02-07 06:18:00.000,2025-02-07 06:41:00.000,2025-02-07T06:21:12.326,2025-02-07T07:02:24.330
2025-02-07 07:12:00.000,2025-02-07 07:37:00.000,2025-02-07T07:11:52.331,2025-02-07T08:29:00.340
2025-02-07 08:59:00.000,2025-02-07 09:36:00.000,2025-02-07T08:58:20.343,2025-02-07T09:57:44.350
2025-02-08 08:57:00.000,2025-02-08 09:41:00.000,2025-02-08T09:03:48.204,2025-02-08T09:08:08.204
2025-02-11 05:22:00.000,2025-02-11 05:47:00.000,2025-02-11T05:23:04.457,2025-02-11T06:08:48.464
2025-02-14 02:13:00.000,2025-02-14 02:43:00.000,2025-02-14T02:14:44.317,2025-02-14T03:31:36.325
2025-02-14 09:48:00.000,2025-02-14 10:19:00.000,2025-02-14T09:52:40.368,2025-02-14T10:15:20.370
2025-02-14 20:45:00.000,2025-02-14 21:05:00.000,2025-02-14T20:48:36.440,2025-02-14T21:13:00.443
2025-02-21 12:05:00.000,2025-02-21 12:19:00.000,2025-02-21T12:07:29.697,2025-02-21T12:33:09.700
2025-02-21 14:31:00.000,2025-02-21 14:39:00.000,2025-02-21T14:31:49.713,2025-02-21T14:33:13.714
2025-02-23 02:00:00.000,2025-02-23 02:23:00.000,2025-02-23T02:04:25.949,2025-02-23T02:28:45.952
2025-02-23 11:47:00.000,2025-02-23 12:07:00.000,2025-02-23T11:49:18.014,2025-02-23T12:52:58.021
2025-02-23 19:22:00.000,2025-02-23 19:34:00.000,2025-02-23T19:27:58.064,2025-02-23T19:29:14.064
2025-02-24 06:53:00.000,2025-02-24 07:08:00.000,2025-02-24T06:36:30.040,2025-02-24T07:13:22.044
2025-02-24 20:51:00.000,2025-02-24 21:09:00.000,2025-02-24T20:50:21.935,2025-02-24T21:19:09.938
2025-02-25 02:43:00.000,2025-02-25 02:54:00.000,2025-02-25T02:41:25.974,2025-02-25T03:06:37.977
